iter	Logloss
151	0.4480463685
152	0.4472996473
153	0.4462474995
154	0.4453565016
155	0.4442326602
156	0.4430174739
157	0.4417510764
158	0.4407421267
159	0.44007546
160	0.4392275527
161	0.4384616338
162	0.4374117299
163	0.4368028634
164	0.4357038933
165	0.4348616076
166	0.4343575379
167	0.4333235497
168	0.432196969
169	0.4316058909
170	0.4307195735
171	0.4291042632
172	0.4284815134
173	0.4274810743
174	0.4262113933
175	0.4253086449
176	0.4243670071
177	0.4232941095
178	0.4221218337
179	0.4207914268
180	0.4200787926
181	0.4195836742
182	0.4190090944
183	0.4185158335
184	0.4177583613
185	0.4169345838
186	0.4162191147
187	0.4155750528
188	0.4146669984
189	0.4141404655
190	0.4136579813
191	0.4125729179
192	0.4121783313
193	0.4114282511
194	0.4107115692
195	0.4101409528
196	0.4095646726
197	0.4088191729
198	0.4083363052
199	0.4071783991
200	0.4062855862
201	0.4053792757
202	0.4046570292
203	0.4036751988
204	0.4031592846
205	0.4023505128
206	0.4017489088
207	0.4008974296
208	0.4002229627
209	0.3993005285
210	0.3986393877
211	0.3975994645
212	0.396659068
213	0.3957270209
214	0.3947466637
215	0.3937388082
216	0.3931890689
217	0.3922472244
218	0.3912950933
219	0.3905407097
220	0.3897398116
221	0.388972623
222	0.3878816339
223	0.3873339072
224	0.38680835
225	0.3862830963
226	0.3855325483
227	0.3852138196
228	0.38483336
229	0.3841704063
230	0.3832017102
231	0.3825455607
232	0.3818726679
233	0.3811854393
234	0.380723078
235	0.3801557279
236	0.3795429894
237	0.3787896202
238	0.3783285933
239	0.3776396029
240	0.377035188
241	0.3766233593
242	0.375783362
243	0.3754630071
244	0.3748999751
245	0.3745704682
246	0.3740738534
247	0.3734999604
248	0.3727307716
249	0.3720883727
250	0.3715514906
251	0.3708723338
252	0.3699870387
253	0.3694738728
254	0.3691175282
255	0.3684078292
256	0.3679898353
257	0.3670235674
258	0.3666132303
259	0.3661554351
260	0.3655346607
261	0.3650300011
262	0.3640075871
263	0.3633648096
264	0.3626916167
265	0.3620423383
266	0.3612830378
267	0.360431183
268	0.3596873642
269	0.358890378
270	0.3583245399
271	0.3577177989
272	0.3569731689
273	0.3563532044
274	0.3557544937
275	0.3554731174
276	0.3545819183
277	0.3540941221
278	0.3534854677
279	0.3527830918
280	0.3521170281
281	0.3517616963
282	0.3509171828
283	0.3501818603
284	0.349654872
285	0.349361696
286	0.3487648756
287	0.3484443503
288	0.3479198037
289	0.3473648944
290	0.3470006309
291	0.346452579
292	0.3460593577
293	0.3454233211
294	0.3446121154
295	0.3439455954
296	0.3433209908
297	0.3428700364
298	0.3421012415
299	0.3416950359
300	0.341009753
301	0.3405511943
302	0.3400362051
303	0.3394476388
304	0.3392212194
305	0.3386482367
306	0.3382251772
307	0.3376487011
308	0.3371360586
309	0.3369077069
310	0.3366306327
311	0.3362208637
312	0.3357739575
313	0.3352454223
314	0.3347575642
315	0.3341415475
316	0.3335972247
317	0.332994932
318	0.3323826011
319	0.3317004006
320	0.3314522502
321	0.3306625887
322	0.3303342385
323	0.3294436868
324	0.328791576
325	0.3281756374
326	0.3274806709
327	0.3269795709
328	0.326384952
329	0.3259981569
330	0.3255397909
331	0.3248820365
332	0.3243549076
333	0.3235506466
334	0.323332295
335	0.3226938406
336	0.3222031936
337	0.3217948727
338	0.3214396087
339	0.3208651862
340	0.3202028728
341	0.320043368
342	0.3194623326
343	0.3191578748
344	0.3187626357
345	0.3181186133
346	0.317557931
347	0.3169815701
348	0.3163588401
349	0.3158227947
350	0.3152526179
351	0.3149711448
352	0.3144747556
353	0.314220629
354	0.3139026952
355	0.313454117
356	0.3132269253
357	0.3127921334
358	0.3122785829
359	0.31213
360	0.3113826811
361	0.3107071146
362	0.3101812423
363	0.3096437643
364	0.309329682
365	0.3090432192
366	0.3087604602
367	0.3083202781
368	0.3075389657
369	0.3067708646
370	0.3059769785
371	0.3051070574
372	0.3043848384
373	0.3039924858
374	0.3035463577
375	0.3030505606
376	0.3027525084
377	0.3024393404
378	0.3020561199
379	0.3016168536
380	0.3012383374
381	0.3008935024
382	0.3003778053
383	0.3000342387
384	0.2998358945
385	0.2996620443
386	0.2993804086
387	0.2988437466
388	0.2986063493
389	0.2981478869
390	0.2979002577
391	0.2973973188
392	0.2972253077
393	0.2967156241
394	0.2960152691
395	0.2957203875
396	0.2952584879
397	0.2946960142
398	0.2944109907
399	0.2940213867
400	0.2935465199
401	0.2932369078
402	0.2927910514
403	0.2926073847
404	0.2919671924
405	0.2915688976
406	0.2912596255
407	0.2909586911
408	0.29044754
409	0.2901606412
410	0.2897549913
411	0.289423043
412	0.2890168229
413	0.2885862392
414	0.2880896024
415	0.2875609782
416	0.2867363191
417	0.2861982749
418	0.2856522106
419	0.2853606238
420	0.2849693069
421	0.2844899004
422	0.2840000343
423	0.2834167006
424	0.283084243
425	0.2825499448
426	0.2822759714
427	0.281806405
428	0.2813944699
429	0.2810084271
430	0.2804834962
431	0.2801351756
432	0.2799294693
433	0.2795371566
434	0.2792763693
435	0.2790359033
436	0.278858119
437	0.2785985566
438	0.278190459
439	0.2777582416
440	0.2772529294
441	0.2766069582
442	0.2760381009
443	0.275743942
444	0.2753184622
445	0.2749208197
446	0.2747149107
447	0.2744664726
448	0.2741927547
449	0.2738541526
450	0.2735872568
451	0.2732180829
452	0.272765144
453	0.2724588647
454	0.2721941294
455	0.2717076854
456	0.2714405095
457	0.2712613151
458	0.2707168012
459	0.2699757278
460	0.2697953289
461	0.2693778208
462	0.2691606908
463	0.2688730821
464	0.2685659611
465	0.2679972369
466	0.2675958293
467	0.2672863449
468	0.2669203568
469	0.266593903
470	0.2661213469
471	0.2654052536
472	0.265024646
473	0.2646544328
474	0.2644439769
475	0.2638150322
476	0.2635656971
477	0.2632478878
478	0.2627478706
479	0.2623289892
480	0.2619748538
481	0.2614374193
482	0.2606894308
483	0.2602574844
484	0.2599086388
485	0.2595804029
486	0.2589171954
487	0.2585446246
488	0.2581662527
489	0.2577810393
490	0.2572127458
491	0.2567296008
492	0.256533921
493	0.2559886422
494	0.2555677767
495	0.2553087587
496	0.2550697092
497	0.2546922817
498	0.254124535
499	0.2538805935
500	0.2535867289
501	0.2532661409
502	0.2529445272
503	0.2527765002
504	0.2523964072
505	0.2521203067
506	0.2518705115
507	0.2517217142
508	0.2513784292
509	0.2509454964
510	0.2506514593
511	0.2501691669
512	0.2499443982
513	0.2495224152
514	0.2491185964
515	0.2488774725
516	0.2486370032
517	0.2482726395
518	0.2480540452
519	0.2477595963
520	0.2475138212
521	0.2469988348
522	0.2466813717
523	0.2462736105
524	0.245862034
525	0.2454860207
526	0.2450710747
527	0.2445987522
528	0.2443802786
529	0.2439017633
530	0.2436698824
531	0.2434531208
532	0.2428534362
533	0.2422739613
534	0.2419861172
535	0.241758204
536	0.2413094695
537	0.2409631648
538	0.2406963671
539	0.2403084466
540	0.2398172035
541	0.2395442073
542	0.2391662319
543	0.2387239977
544	0.2385189336
545	0.2383836391
546	0.2382128159
547	0.2376014345
548	0.2373792786
549	0.2372017471
550	0.2369764577
551	0.2365373623
552	0.2362418802
553	0.2357996798
554	0.2356818256
555	0.2353745216
556	0.2349268289
557	0.2347535813
558	0.2345063097
559	0.2342434945
560	0.2338573948
561	0.2334376269
562	0.2330904264
563	0.2328262073
564	0.2326998014
565	0.2325308124
566	0.2323554583
567	0.2319779147
568	0.2315977041
569	0.2314034834
570	0.2311431134
571	0.2305972138
572	0.2303134973
573	0.2300506002
574	0.2298248941
575	0.2294904556
576	0.2291185238
577	0.2288855198
578	0.2285818338
579	0.22825197
580	0.2279160127
581	0.2276522497
582	0.2274181434
583	0.2271509645
584	0.2267179052
585	0.2264446755
586	0.2261031398
587	0.2255113985
588	0.2251468296
589	0.2249647172
590	0.224456485
591	0.2241433192
592	0.2238817379
593	0.2235764605
594	0.2231002337
595	0.2226379292
596	0.2223906117
597	0.2219989682
598	0.2216947122
599	0.2215365781
600	0.2212935599
601	0.2211020309
602	0.220828364
603	0.2202660426
604	0.2201072091
605	0.2195699557
606	0.2193272823
607	0.2189684022
608	0.2186790158
609	0.2183231662
610	0.2180117309
611	0.21754296
612	0.2172782899
613	0.2170538017
614	0.2166202393
615	0.2164131848
616	0.2160964542
617	0.2157507569
618	0.2155271775
619	0.2153066257
620	0.2149258717
621	0.2145423244
622	0.2141643711
623	0.2137771286
624	0.2135171468
625	0.2133188633
626	0.2130814707
627	0.2128903846
628	0.2124758898
629	0.2121828492
630	0.2118399341
631	0.2116824459
632	0.2112038655
633	0.2107989875
634	0.2105861817
635	0.2104725005
636	0.2102701629
637	0.2099333003
638	0.2095765336
639	0.2093159071
640	0.2088211226
641	0.2084267433
642	0.2082133303
643	0.2079826501
644	0.2076318858
645	0.207422983
646	0.2070937923
647	0.2068393125
648	0.2067325111
649	0.2063610082
650	0.2061183986
651	0.2059047201
652	0.205587778
653	0.2053443796
654	0.2046765439
655	0.204431815
656	0.2040162903
657	0.2037038846
658	0.2033217324
659	0.2028890192
660	0.2025844617
661	0.2022384156
662	0.2018874106
663	0.2015008578
664	0.2014269346
665	0.201110817
666	0.2007998482
667	0.2005147848
668	0.1999006119
669	0.1995811317
670	0.1994473896
671	0.1991237575
672	0.1987345509
673	0.1986267607
674	0.1984737441
675	0.1982269373
676	0.1978092092
677	0.1975056806
678	0.1971235948
679	0.1969105592
680	0.1964930048
681	0.1962514996
682	0.1958790057
683	0.1957927837
684	0.1953049197
685	0.1950586868
686	0.1947728031
687	0.1943004738
688	0.193974019
689	0.1935557593
690	0.1931869198
691	0.1929493949
692	0.1927509675
693	0.1922596454
694	0.1919373628
695	0.1917106578
696	0.1912980101
697	0.1911011544
698	0.1906078198
699	0.1904215744
700	0.1901726734
701	0.1898320194
702	0.1894986639
703	0.1890514763
704	0.1889271804
705	0.1884500287
706	0.1882002679
707	0.1879182807
708	0.1876272541
709	0.1875002425
710	0.187390295
711	0.1870833351
712	0.1869115601
713	0.1864697195
714	0.1861796585
715	0.1858819021
716	0.1854177567
717	0.1851369187
718	0.1848216764
719	0.1843513268
720	0.1839265057
721	0.1836129595
722	0.183291387
723	0.1830902064
724	0.1828287793
725	0.1825225164
726	0.1821773726
727	0.1818813488
728	0.1816366127
729	0.1813534059
730	0.1810537911
731	0.1808004114
732	0.1805948003
733	0.1803927224
734	0.1801949363
735	0.1800341417
736	0.179899568
737	0.1795623128
738	0.179371559
739	0.1791417439
740	0.17897824
741	0.1786492072
742	0.1784227604
743	0.1781877175
744	0.1780071344
745	0.1778384454
746	0.1777806452
747	0.1775068622
748	0.1773510933
749	0.1770659934
750	0.176751884
751	0.1765358739
752	0.1763585602
753	0.1759563693
754	0.1757800882
755	0.1754296121
756	0.1752160716
757	0.1750671085
758	0.1748459851
759	0.1746732294
760	0.1743806843
761	0.1741343688
762	0.1740280108
763	0.1737501056
764	0.1735251696
765	0.1732071852
766	0.1728516783
767	0.172737405
768	0.1723928317
769	0.1720679573
770	0.1719719523
771	0.1718011993
772	0.1715969179
773	0.1713951287
774	0.17123878
775	0.170895285
776	0.1707274379
777	0.1704083208
778	0.170263619
779	0.1699807802
780	0.1696855648
781	0.1695167285
782	0.1692746361
783	0.1690025994
784	0.1686870603
785	0.1684929412
786	0.1682641996
787	0.1681401737
788	0.1679707907
789	0.1678353952
790	0.1675963189
791	0.1675131114
792	0.167358998
793	0.1671901428
794	0.1669961923
795	0.1666612861
796	0.1664296049
797	0.1660807803
798	0.165754126
799	0.1655291241
800	0.1651435585
801	0.1649571341
802	0.1648604622
803	0.1644209596
804	0.1640565919
805	0.1638251941
806	0.1636541909
807	0.163497021
808	0.1633260785
809	0.1629855116
810	0.1627688225
811	0.1624836449
812	0.1622250736
813	0.1620077474
814	0.1617951109
815	0.1613326038
816	0.1611560615
817	0.1609937222
818	0.1608816004
819	0.1607063634
820	0.1606094664
821	0.1604932865
822	0.1602792149
823	0.1600427416
824	0.1598869266
825	0.1597055747
826	0.1595827871
827	0.1591706709
828	0.1588455564
829	0.1587034761
830	0.158436367
831	0.1583253613
832	0.1580897248
833	0.157864726
834	0.1576933948
835	0.1573822306
836	0.1571689096
837	0.1570039124
838	0.1568399488
839	0.1566935473
840	0.1563464857
841	0.1560344806
842	0.1559440011
843	0.1557986039
844	0.1556795453
845	0.1552624908
846	0.1548214057
847	0.1545969614
848	0.1543484837
849	0.154094424
850	0.1539591248
851	0.153801998
852	0.1535514425
853	0.1533792707
854	0.1531237399
855	0.1528555797
856	0.1526784681
857	0.1524178995
858	0.1522013551
859	0.1518728094
860	0.1516721421
861	0.1513695069
862	0.1511045244
863	0.1510212462
864	0.1507732055
865	0.150625636
866	0.150465982
867	0.1502715689
868	0.1500493464
869	0.1497424489
870	0.1496195151
871	0.149397472
872	0.1491873086
873	0.1490916432
874	0.148818868
875	0.1485628909
876	0.148173226
877	0.147941648
878	0.1476633996
879	0.1474499207
880	0.1472345185
881	0.1471061497
882	0.1468783591
883	0.1466260676
884	0.1464871026
885	0.1462229373
886	0.1460509208
887	0.1457430371
888	0.145597051
889	0.1454494472
890	0.1453315421
891	0.1452095537
892	0.1449850799
893	0.1447317563
894	0.1446469566
895	0.1445482838
896	0.1443260147
897	0.1441967539
898	0.1438901444
899	0.1437414776
900	0.1434819163
901	0.1431123429
902	0.143019921
903	0.1429600758
904	0.1428290817
905	0.1426314227
906	0.1423049497
907	0.1421327366
908	0.141963959
909	0.1419139092
910	0.1416277947
911	0.1415058058
912	0.1413622271
913	0.1410691545
914	0.1407367601
915	0.1406033825
916	0.1404259746
917	0.1400223489
918	0.1397268994
919	0.1395158947
920	0.1392565313
921	0.1391150927
922	0.1389323802
923	0.1387203676
924	0.1386493292
925	0.1384096221
926	0.1381194223
927	0.1378520878
928	0.1376368872
929	0.1374822207
930	0.137304868
931	0.137022181
932	0.1366983909
933	0.136587519
934	0.1364353589
935	0.1361815993
936	0.1358857529
937	0.1358175006
938	0.1356524397
939	0.1353878705
940	0.1353037315
941	0.1352296901
942	0.1350102413
943	0.1347613965
944	0.1345283994
945	0.1343814006
946	0.1342502563
947	0.1340915438
948	0.1340257058
949	0.1336611813
950	0.1335299745
951	0.1332992827
952	0.1332308952
953	0.1330086947
954	0.1327964184
955	0.1324301385
956	0.1321230264
957	0.1320073871
958	0.1319242875
959	0.1315286281
960	0.1313223629
961	0.1311595612
962	0.1310097175
963	0.1307444893
964	0.1304467259
965	0.1303819042
966	0.1301790654
967	0.1300170403
968	0.1297067092
969	0.1295008045
970	0.1293728609
971	0.1291852461
972	0.1290243922
973	0.1288574143
974	0.1286123222
975	0.1285576798
976	0.1283915859
977	0.1282359822
978	0.1280720292
979	0.1280083777
980	0.1277608136
981	0.1275212979
982	0.1274531905
983	0.1271682118
984	0.1268189461
985	0.1265187019
986	0.126241864
987	0.1259711951
988	0.1256819593
989	0.1255749072
990	0.1252850133
991	0.1249853547
992	0.1249273936
993	0.124648487
994	0.1244245969
995	0.1240638924
996	0.1237272766
997	0.1235728251
998	0.123391231
999	0.123134845
